customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,IntrntSrvc_DSL,IntrntSrvc_FiberOptic,IntrntSrvc_No,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract_Monthly,Contract_OneYear,Contract_TwoYear,PaperlessBilling,PayMthd_BankTransfer,PayMthd_CreditCard,PayMthd_ElectronicCheck,PayMthd_MailedCheck,MonthlyCharges,TotalCharges,Churn
7079-QRCBC,0,0,0,0,24,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,98.75,2408.0,1
9495-SKLKD,1,0,1,1,45,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,95.94,4456.0,0
6048-UWKAL,0,1,1,0,69,1,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,105.4,7000.0,0
5067-DGXLL,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,20.25,36.8,0
5469-CTCWN,1,0,1,1,61,1,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,106.0,6548.0,1
9851-QXEEQ,1,0,0,0,41,1,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,104.7,4348.0,1
6281-FKEWS,0,0,0,0,44,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,49.06,2264.0,0
8898-KASCD,1,0,0,0,39,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,35.56,1309.0,0
9242-TKFSV,1,0,1,1,72,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,65.1,4756.0,0
9290-SHCMB,0,1,0,0,13,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,96.9,1236.0,0
0743-HNPFG,0,0,1,1,51,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,69.75,3562.0,0
2277-BKJKN,0,1,1,0,71,1,0,0,1,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,99.2,7212.0,0
9809-IMGCQ,1,1,0,0,22,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,96.7,2082.0,1
5208-HFSBT,0,0,0,0,2,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,55.06,102.75,1
5035-PGZXH,0,0,0,0,56,1,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,106.8,5916.0,0
8695-WDYEA,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,51.25,51.25,0
6543-JXSOO,0,0,1,1,23,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,57.75,1283.0,0
8016-ZMGMO,0,1,1,0,66,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,70.9,4740.0,0
8605-ITULD,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,19.55,19.55,0
3254-YRILK,1,1,0,0,19,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,88.2,1776.0,1
6416-YJTTB,1,0,0,0,11,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,79.5,795.5,0
2667-WYLWJ,0,0,1,1,8,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,19.75,145.0,1
4472-VESGY,0,0,1,1,52,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,98.1,4990.0,0
3195-TQDZX,1,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,20.25,61.44,0
3128-YOVTD,0,0,1,1,51,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,79.1,4018.0,0
0529-ONKER,1,1,0,0,15,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,75.6,1147.0,1
1728-CXQBE,1,1,1,0,64,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,94.25,6080.0,0
7041-TXQJH,0,0,0,0,37,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,40.2,1479.0,0
5014-GSOUQ,1,0,0,0,13,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,19.95,243.6,0
5724-BIDBU,1,0,1,0,49,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,55.34,2634.0,0
0481-SUMCB,0,1,0,0,45,1,1,0,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,102.1,4736.0,0
1769-GRUIK,0,0,0,0,18,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,71.1,1248.0,0
5240-IJOQT,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,74.7,74.7,1
8819-WFGGJ,1,0,1,0,68,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,54.1,3794.0,0
7427-AUFPY,1,0,0,0,54,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,19.66,1008.5,0
2811-POVEX,0,1,1,1,23,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,88.44,2130.0,0
1092-GANHU,1,0,0,0,17,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,76.6,1314.0,1
7898-PDWQE,1,0,1,0,71,1,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,80.4,5730.0,0
9972-EWRJS,0,0,1,1,67,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,19.25,1373.0,0
9314-IJWSQ,0,0,1,1,14,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,84.8,1204.0,0
0661-XEYAN,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,25.8,25.8,1
5799-JRCZO,0,0,0,1,63,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,19.5,1215.0,0
1921-KYSAY,0,0,0,0,41,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,68.6,2878.0,0
6198-RTPMF,0,0,1,0,17,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,92.6,1580.0,0
2924-KHUVI,1,0,1,0,56,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,100.56,5516.0,0
1925-GMVBW,0,0,0,0,5,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,20.55,96.1,0
7881-EVUAD,0,0,0,0,2,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,42.6,72.4,1
6184-DYUOB,0,0,1,0,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,19.6,55.25,0
9207-ZPANB,1,0,0,0,37,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,67.44,2444.0,0
5766-XQXMQ,0,0,0,0,29,1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0,68.9,1970.0,1
9327-QSDED,1,0,0,0,8,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,43.56,335.5,0
1656-DRSMG,0,0,0,0,63,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,109.9,7004.0,0
3012-VFFMN,0,0,1,1,7,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,20.66,159.0,0
2984-AFWNC,0,0,0,0,3,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,95.4,293.2,0
0640-YJTPY,1,0,1,1,72,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,21.0,1494.0,0
8096-LOIST,0,0,0,0,19,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,56.2,1093.0,0
9764-REAFF,0,0,1,0,59,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,18.4,1058.0,0
3703-VAVCL,1,0,1,1,2,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,90.0,190.0,1
7107-UBYKY,0,0,1,1,35,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,25.75,882.5,0
4881-GQJTW,1,0,0,0,14,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,19.6,300.5,0
8519-QJGJD,0,0,0,0,14,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,75.4,1026.0,1
7876-DNYAP,0,0,1,1,69,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,19.8,1437.0,0
7905-NJMXS,1,1,1,0,7,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,64.2,475.0,0
2882-WDTBA,1,0,1,1,69,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,75.75,5388.0,0
2091-GPPIQ,0,0,1,1,72,1,1,1,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,78.94,5732.0,0
6326-MTTXK,1,0,0,0,8,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,100.9,819.5,1
5071-FBJFS,0,0,1,1,4,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,50.3,217.1,0
2796-UUZZO,1,0,1,1,63,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,80.3,4896.0,0
2429-AYKKO,1,0,0,0,72,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,19.84,1434.0,0
9798-OPFEM,0,0,0,0,46,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,21.1,937.0,0
0330-IVZHA,0,0,1,0,5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,69.94,330.2,1
3794-NFNCH,1,0,1,0,30,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,50.0,1475.0,0
5193-QLVZB,1,0,0,0,63,1,1,0,1,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,104.75,6536.0,0
7114-AEOZE,0,0,0,0,60,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,19.84,1128.0,0
2886-KEFUM,0,0,1,0,63,1,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,107.5,6870.0,1
5522-NYKPB,1,0,1,1,25,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,85.9,2200.0,0
4237-RLAQD,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,45.84,45.84,1
9957-YODKZ,1,1,1,0,6,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,80.8,457.0,0
6518-KZXCB,1,0,0,0,22,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25.25,566.5,0
2245-ADZFJ,0,0,1,1,31,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,80.56,2472.0,0
7776-QGYJC,0,0,1,1,39,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,81.5,3108.0,0
9313-QOLTZ,1,0,0,0,26,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,20.9,518.5,0
9651-GTSAQ,0,0,1,0,53,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,0,0,0,106.1,5770.0,1
3186-BAXNB,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,91.7,91.7,1
4672-FOTSD,1,0,0,0,12,1,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,67.25,832.5,0
0637-YLETY,0,0,0,0,16,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,95.6,1556.0,1
9818-XQCUV,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,20.34,45.3,0
7338-ERIVA,1,0,0,1,39,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,45.06,1791.0,0
1157-BQCUW,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,74.94,74.94,1
8259-NFJTV,0,0,1,1,7,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,34.66,246.6,0
3223-DWFIO,1,1,0,0,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,69.4,261.8,0
2660-EMUBI,1,1,0,0,10,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,95.4,898.5,1
6968-GMKPR,0,0,0,0,55,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,81.56,4508.0,0
4751-ERMAN,1,0,1,1,72,1,0,1,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,75.4,5480.0,0
1436-ZMJAN,0,0,1,0,10,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,67.8,653.0,0
3292-PBZEJ,1,1,0,0,11,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,111.4,1183.0,0
0799-DDIHE,0,0,1,1,15,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,46.3,639.5,0
3070-FNFZQ,0,0,1,1,23,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,20.4,478.8,0
2812-SFXMJ,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,20.05,20.05,0
7675-OZCZG,0,1,0,0,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,45.0,127.1,1
5014-WUQMG,1,0,1,1,47,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,96.1,4390.0,0
5312-TSZVC,0,0,0,1,15,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,19.66,270.5,0
2003-CKLOR,1,0,0,0,66,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,99.5,6710.0,1
0993-OSGPT,0,1,1,0,68,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,60.66,3976.0,0
9254-RBFON,0,0,1,1,17,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,98.6,1705.0,1
1205-WNWPJ,0,0,0,0,7,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,59.5,416.0,1
9391-EOYLI,1,1,1,0,12,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,80.44,950.0,1
7108-DGVUU,0,1,1,0,21,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,71.7,1497.0,0
2782-JEEBU,1,0,0,0,21,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,36.0,780.0,0
5127-BZENZ,0,0,1,1,56,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,65.2,3512.0,0
2720-FVBQP,0,0,1,1,6,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,48.94,273.2,0
9906-NHHVC,0,1,0,0,65,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,53.5,3518.0,0
4522-XRWWI,1,0,1,0,42,1,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,80.44,3376.0,0
3766-EJLFL,0,0,1,1,68,1,1,0,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,109.06,7508.0,0
5939-SXWHM,1,0,1,1,48,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,26.3,1245.0,0
8152-UOBNY,0,1,0,0,50,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,106.8,5348.0,0
7351-KYHQH,0,1,0,0,7,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,64.94,493.8,0
7643-RCHXS,0,0,1,1,63,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,19.34,1264.0,0
8246-SHFGA,1,0,0,0,17,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,21.1,385.5,0
8387-MOJJT,0,0,1,1,42,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,77.94,3384.0,1
0620-XEFWH,1,0,1,1,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,18.84,84.2,0
6485-QXWWE,0,0,0,1,62,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,26.0,1639.0,0
2761-OCIAX,1,1,0,0,2,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,74.7,165.4,1
7321-VGNKU,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,70.4,120.25,0
5327-CNLUQ,1,0,1,0,48,1,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,96.9,4470.0,0
7552-KEYGT,1,0,1,0,27,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,19.55,520.5,0
5816-JMLGY,0,0,1,1,70,1,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,80.4,5716.0,0
3068-OMWZA,1,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,88.8,88.8,1
2927-QRRQV,1,0,1,0,46,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,94.6,4310.0,0
6032-KRXXO,1,0,0,0,30,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,90.25,2756.0,1
7459-RRWQZ,0,0,0,0,15,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,64.6,994.5,1
6265-SXWBU,1,0,1,1,69,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,95.75,6510.0,0
7941-RCJOW,1,0,0,0,65,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,19.55,1219.0,0
6374-NTQLP,1,1,1,1,72,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1,0,1,0,0,104.1,7450.0,0
4154-AQUGT,1,1,1,0,13,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,89.06,1169.0,1
2387-KDZQY,1,0,0,0,17,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,20.1,279.5,0
3584-WKTTW,1,0,1,0,51,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,1,0,111.56,5720.0,0
3399-BMLVW,1,0,1,1,51,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,60.5,3122.0,0
1971-DTCZB,0,0,1,0,72,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,90.94,6468.0,0
3092-IGHWF,1,0,1,1,67,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,87.4,5920.0,1
3374-PZLXD,1,0,0,0,34,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,19.7,675.5,0
3813-DHBBB,1,0,1,0,67,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,1,0,0,0,50.94,3522.0,0
2812-REYAT,0,0,1,0,49,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,20.05,923.0,0
6518-PPLMZ,1,0,1,1,53,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,19.4,1110.0,0
4939-KYYPY,1,0,0,0,27,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,59.44,1612.0,0
8017-LXHFA,0,1,0,0,23,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,94.75,2294.0,1
5930-GBIWP,1,0,0,0,69,1,1,1,0,0,1,1,1,1,0,1,0,0,1,1,0,1,0,0,81.5,5550.0,0
6022-KOUQO,0,0,1,1,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,29.05,44.75,0
6352-TWCAU,0,0,0,0,35,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,86.44,3030.0,1
2361-UPSND,0,0,1,0,46,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,70.6,3232.0,0
6035-RIIOM,0,0,0,0,54,1,1,0,1,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,97.2,5130.0,0
2929-QNSRW,0,0,1,0,56,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,98.25,5508.0,1
1262-OPMFY,0,0,1,0,9,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,75.75,656.0,1
9504-DSHWM,1,0,0,0,20,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,59.2,1191.0,0
5035-BVCXS,1,0,0,0,11,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,75.9,866.5,0
6267-DCFFZ,0,1,1,0,30,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,90.06,2628.0,0
3533-UVMOM,1,0,1,0,68,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,70.94,4740.0,0
2439-LYPMQ,1,1,1,0,38,1,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,102.6,4010.0,0
4248-QPAVC,0,1,1,0,17,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,85.4,1463.0,1
1899-VXWXM,1,0,0,0,48,1,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0,106.1,5084.0,1
1478-VPOAD,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,43.8,43.8,0
9995-HOTOH,1,0,1,1,63,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,59.0,3708.0,0
2988-PLAHS,0,0,0,0,3,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,69.94,220.5,0
1371-OJCEK,0,0,0,0,48,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,24.34,1134.0,0
4999-IEZLT,1,0,0,0,66,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,29.45,1983.0,0
8883-ANODQ,0,0,1,1,68,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,84.4,5748.0,0
4690-LLKUA,1,1,0,0,17,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,45.06,770.5,1
2351-RRBUE,0,0,1,1,7,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,20.66,134.0,0
5980-BDHPY,1,0,1,0,72,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,87.1,6230.0,0
1498-DQNRX,0,0,1,0,29,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,19.84,573.0,0
9469-WEJBT,1,0,1,0,37,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,90.4,3420.0,0
3331-HQDTW,0,0,0,0,34,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,1,109.8,3588.0,1
9490-DFPMD,0,1,0,0,42,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,84.6,3542.0,1
2581-VKIRT,0,0,1,1,59,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,65.5,3802.0,0
5442-XSDCW,1,0,1,1,11,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,79.5,868.5,1
7426-WEIJX,1,1,1,1,60,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,80.94,4860.0,0
2851-MMUTZ,0,0,0,0,27,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,56.16,1439.0,0
3049-NDXFL,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,85.8,85.8,1
8580-AECUZ,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,79.1,79.1,1
3307-TLCUD,1,0,1,0,17,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,34.4,593.0,0
6625-FLENO,1,0,1,0,58,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,20.75,1186.0,0
2967-MXRAV,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,18.8,18.8,0
7963-GQRMY,0,0,1,1,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,44.3,134.5,1
8189-HBVRW,0,0,0,0,53,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,90.8,4920.0,0
4163-KIUHY,1,0,0,0,35,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,25.6,901.0,0
1228-FZFRV,1,0,1,1,50,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,105.94,5340.0,1
3500-NSDOA,1,0,1,1,68,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,70.8,4860.0,0
1171-TYKUR,1,0,1,0,47,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,25.4,1139.0,0
3761-FLYZI,0,1,1,0,65,1,1,0,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,108.8,7084.0,0
2058-DCJBE,1,0,0,0,5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,69.75,324.5,1
5364-XYIRR,1,0,1,0,51,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,94.6,4812.0,1
4829-AUOAX,0,0,0,0,46,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,96.06,4400.0,1
1219-NNDDO,0,0,0,0,9,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,76.9,663.5,0
8388-DMKAE,0,0,0,0,8,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,20.25,174.6,0
4403-BWPAY,1,0,0,0,14,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,24.8,321.8,0
9659-QEQSY,0,0,0,0,45,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,115.6,5124.0,0
5405-ZMYXQ,0,0,0,0,8,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,74.6,549.0,0
5047-LHVLY,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,50.16,50.16,1
1442-OKRJE,1,0,1,1,66,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,0,0,0,103.1,7030.0,0
4737-AQCPU,1,0,1,1,72,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,72.1,5016.0,0
9158-VCTQB,0,0,1,0,41,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,113.6,4596.0,1
2808-CHTDM,0,0,1,1,23,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,25.1,611.5,0
6311-UEUME,0,0,0,0,29,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,78.9,2384.0,1
